collision_index,severe_or_fatal,fatal,number_of_casualties,vulnerable_casualties,number_of_vehicles,speed_limit,rural,darkness,adverse_weather,wet_or_icy,junction_present,weekend,road_type_label,light_label,weather_label,surface_label,area_label,longitude,latitude
2023501271152,0,0,1,0,2,40,1,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-3.032862,50.746966
2023501271369,0,0,1,0,1,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.098211,50.295141
2023501271490,0,0,1,1,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.048428,50.260656
2023501271926,0,0,1,1,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.16504,50.380042
2023501272137,0,0,1,0,2,60,1,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-4.188099,50.668307
2023501272492,0,0,1,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.070868,50.696694
2023501272526,0,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.11354,50.417903
2023501272751,0,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.724876,50.472735
2023501272816,0,0,1,0,2,30,0,1,0,1,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-4.135195,50.399213
2023501273518,0,0,1,1,1,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.133839,50.350454
2023501273554,0,0,1,0,2,30,0,1,0,1,1,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-4.175505,50.393563
2023501273643,1,0,1,0,4,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.569972,50.735557
2023501273742,0,0,1,0,2,60,1,0,1,1,0,0,Unknown,Daylight,Fog or mist,Frost or ice,Rural,-4.176179,51.120186
2023501274234,0,0,1,1,1,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.783703,50.292068
2023501274534,0,0,1,1,1,60,1,1,1,1,0,0,Single carriageway,Darkness - no lighting,Raining no high winds,Wet or damp,Rural,-3.810811,50.26779
2023501274547,1,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.099026,50.392406
2023501275384,1,0,1,1,1,30,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.683088,50.433482
2023501275415,0,0,1,0,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.119202,50.628299
2023501275760,0,0,1,1,2,30,0,1,0,0,0,0,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Urban,-4.101272,50.366201
2023501276140,1,0,1,0,2,30,0,0,0,1,1,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-4.16042,50.385777
2023501276204,0,0,1,0,4,40,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.137277,50.314963
2023501276609,1,0,1,0,1,40,1,1,0,0,0,0,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Rural,-3.583262,50.545497
2023501276807,0,0,1,0,2,60,1,1,0,1,0,0,Dual carriageway,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,-3.699299,50.422175
2023501277308,0,0,2,0,2,30,1,1,0,0,0,0,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Rural,-4.207249,50.376046
2023501277419,0,0,1,0,3,60,1,0,0,1,0,1,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-2.971188,50.818782
2023501277676,0,0,1,0,2,30,1,1,1,1,0,0,Roundabout,Darkness - lighting unknown,Raining no high winds,Wet or damp,Rural,-4.783881,50.368163
2023501277694,0,0,1,0,1,60,1,1,0,1,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,-4.323774,50.679702
2023501277751,0,0,1,1,1,20,0,1,0,1,1,0,Single carriageway,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,-5.110068,50.169432
2023501278071,1,0,1,1,2,30,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-5.210501,50.247633
2023501278555,0,0,1,0,1,60,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-3.106376,50.827767
2023501278695,0,0,2,0,2,70,0,0,0,1,0,0,Slip road,Daylight,Fine no high winds,Wet or damp,Urban,-3.596376,50.564366
2023501278722,1,0,1,1,1,40,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.415837,50.647156
2023501279023,0,0,1,0,2,30,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.586952,50.456922
2023501279028,0,0,1,0,1,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.534327,50.469356
2023501279664,1,0,2,0,2,30,1,0,0,1,1,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-3.562718,50.470938
2023501279820,1,0,1,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.1225,50.521245
2023501279874,0,0,2,0,1,30,1,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-4.447465,50.369699
2023501279963,1,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.239902,50.679172
2023501280463,0,0,1,1,2,30,1,0,0,1,1,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-3.464547,50.734275
2023501280464,0,0,1,0,1,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.52803,50.601266
2023501280580,0,0,1,0,2,30,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.200287,50.407947
2023501280795,0,0,1,1,1,20,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.546002,50.478204
2023501280996,0,0,1,0,2,30,0,0,0,0,1,1,One way street,Daylight,Fine no high winds,Dry,Urban,-3.565337,50.435891
2023501281655,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.176216,50.396185
2023501281953,0,0,1,0,2,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-3.538679,50.659979
2023501282236,0,0,1,0,3,30,1,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-4.078625,50.816291
2023501282863,0,0,1,1,1,30,1,1,1,1,1,0,Single carriageway,Darkness - no lighting,Raining no high winds,Wet or damp,Rural,-5.163034,50.2558
2023501282945,0,0,1,0,2,60,1,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-4.054407,51.098738
2023501282975,0,0,1,0,2,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-3.738807,50.73065
2023501283238,0,0,1,0,2,30,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-4.174786,50.412897
2023501283311,1,0,1,0,1,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.712114,50.403558
2023501283529,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.137748,50.385593
2023501283542,1,0,1,0,2,30,0,1,1,1,1,1,Dual carriageway,Darkness - lights lit,Other,Wet or damp,Urban,-4.157494,50.385489
2023501283706,0,0,1,0,1,30,1,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-5.203039,50.304496
2023501284158,1,0,1,1,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.177135,50.374177
2023501284257,1,0,5,0,2,60,1,1,1,1,1,0,Single carriageway,Darkness - no lighting,Raining no high winds,Wet or damp,Rural,-4.210501,50.574849
2023501284285,0,0,1,0,1,30,1,1,1,1,1,0,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Rural,-4.351994,50.630036
2023501284480,0,0,1,0,2,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-3.541097,50.716542
2023501284623,0,0,1,1,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Unknown,Dry,Urban,-3.544409,50.473027
2023501284659,0,0,1,1,2,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-3.525042,50.733382
2023501285308,0,0,1,0,2,20,0,0,1,1,0,1,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-4.182072,50.408803
2023501285811,1,0,1,1,2,30,1,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Frost or ice,Rural,-3.902515,50.39022
2023501286139,0,0,1,0,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.556651,50.400347
2023501286560,0,0,1,0,2,30,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-4.037447,50.384615
2023501287142,0,0,1,0,2,60,1,1,1,1,0,0,Single carriageway,Darkness - lights lit,Raining + high winds,Wet or damp,Rural,-3.84544,51.017419
2023501287180,0,0,1,0,3,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.825862,50.523918
2023501287556,0,0,1,0,1,60,1,0,0,1,0,0,Dual carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-4.095836,50.978821
2023501287669,0,0,1,0,2,30,1,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-4.239461,50.516588
2023501288015,0,0,1,0,1,50,1,1,1,1,1,0,Dual carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Rural,-3.570776,50.486173
2023501288025,1,0,1,1,1,30,1,0,0,1,1,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-4.862921,50.361412
2023501288061,0,0,1,0,1,30,0,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-4.168317,50.369242
2023501288098,0,0,1,0,2,30,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-4.086827,50.391753
2023501288223,0,0,1,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.290649,50.175939
2023501288359,0,0,2,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.38273,50.705588
2023501288437,0,0,2,0,2,30,0,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-3.533088,50.470271
2023501288506,0,0,2,0,2,30,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-4.130935,50.387067
2023501288541,0,0,2,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.662413,50.490422
2023501288565,0,0,2,0,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.405131,50.906953
2023501288586,0,0,1,0,2,60,1,0,0,1,0,0,Single carriageway,Daylight,Unknown,Wet or damp,Rural,-3.598594,50.41612
2023501288616,0,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.50718,50.47445
2023501288798,0,0,1,0,2,30,0,1,1,1,0,0,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-4.138167,50.368316
2023501288915,0,0,1,0,1,30,1,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-4.454629,50.45882
2023501288984,0,0,1,0,2,30,0,0,0,1,1,0,Dual carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-4.172228,50.413277
2023501289517,1,0,1,1,1,60,1,1,1,1,1,0,Single carriageway,Darkness - no lighting,Raining no high winds,Wet or damp,Rural,-5.167015,50.212169
2023501289635,0,0,1,0,1,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.322068,50.814746
2023501289694,0,0,1,0,2,30,1,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Frost or ice,Rural,-4.507876,50.826664
2023501289749,0,0,1,0,2,50,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.152127,50.556273
2023501289845,0,0,1,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.025578,50.986446
2023501290211,0,0,1,1,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.128948,50.37757
2023501290213,0,0,1,1,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine + high winds,Dry,Rural,-4.946754,50.426431
2023501290350,1,0,1,1,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-6.307574,49.924447
2023501290427,0,0,1,0,1,60,0,0,0,1,0,0,Roundabout,Daylight,Fine no high winds,Wet or damp,Urban,-4.109565,50.44216
2023501290789,0,0,1,1,2,30,0,1,0,1,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-4.128302,50.372869
2023501292195,1,0,2,2,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.055491,50.26379
2023501292284,0,0,1,0,3,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.088199,50.356372
2023501292400,0,0,1,1,1,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.043053,50.252278
2023501292575,0,0,1,1,2,60,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-3.586201,50.542228
2023501292641,0,0,1,0,3,70,1,0,1,1,0,0,Dual carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-3.797134,50.439493
2023501292782,0,0,1,0,1,30,0,0,1,1,0,1,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-4.058652,51.082736
2023501292832,1,0,2,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.087348,50.375402
2023501292957,0,0,1,0,2,30,1,0,1,1,0,0,Roundabout,Daylight,Raining + high winds,Wet or damp,Rural,-4.235737,50.420124
2023501292961,0,0,1,0,2,30,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.096536,50.406761
2023501292974,0,0,1,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.081079,50.347568
2023501293021,0,0,1,0,2,20,0,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-3.469533,50.906043
2023501293112,0,0,1,0,2,30,1,0,1,1,0,0,Slip road,Daylight,Raining no high winds,Wet or damp,Rural,-5.234811,50.243666
2023501293469,0,0,1,0,2,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-3.549518,50.48099
2023501293745,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.48045,50.575575
2023501294057,0,0,1,0,2,30,1,0,1,1,0,0,Roundabout,Daylight,Raining no high winds,Wet or damp,Rural,-3.547588,50.746728
2023501294123,0,0,1,1,2,30,0,1,1,1,0,0,Roundabout,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-3.528285,50.705038
2023501294176,1,0,1,1,1,30,1,0,0,1,0,0,Roundabout,Daylight,Fine no high winds,Wet or damp,Rural,-3.068239,50.705153
2023501294426,0,0,1,0,2,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.781633,50.334062
2023501294615,0,0,1,0,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.357483,50.161762
2023501294723,0,0,1,1,1,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-4.163279,50.380291
2023501294808,0,0,1,1,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.227722,50.23072
2023501294844,1,0,2,0,3,40,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.259207,50.702392
2023501295105,0,0,2,0,1,70,1,0,1,1,0,0,Dual carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-3.84881,50.409983
2023501295195,0,0,1,1,2,30,0,0,0,1,0,0,Slip road,Daylight,Fine no high winds,Wet or damp,Urban,-3.468992,50.726431
2023501295803,0,0,1,0,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.671024,50.789334
2023501296006,0,0,2,0,2,60,1,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-4.852108,50.348059
2023501296007,0,0,2,0,2,60,1,0,0,1,0,0,Roundabout,Daylight,Fine no high winds,Wet or damp,Rural,-4.525547,50.458885
2023501296455,1,0,1,0,1,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.476,50.35106
2023501296724,1,0,2,0,2,30,0,0,0,0,1,1,Unknown,Daylight,Fine no high winds,Dry,Urban,-4.109655,50.397637
2023501296830,1,0,1,0,2,30,1,0,0,1,1,0,Single carriageway,Daylight,Fine + high winds,Wet or damp,Rural,-4.988763,50.527213
2023501296876,0,0,1,1,2,30,0,1,1,1,1,0,Single carriageway,Darkness - lighting unknown,Raining no high winds,Wet or damp,Urban,-3.534309,50.716452
2023501296907,0,0,1,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.499866,50.496911
2023501296976,0,0,1,0,2,60,1,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.561167,50.421857
2023501296984,1,0,1,0,2,40,1,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.094571,50.484704
2023501297134,1,0,1,1,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.165026,50.956684
2023501297473,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.159584,50.375431
2023501298136,0,0,1,0,2,30,0,1,0,1,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-4.150285,50.369793
2023501298152,1,1,3,0,2,50,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.396178,50.476265
2023501299044,0,0,1,0,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.102149,50.462972
2023501299199,1,0,2,0,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.768142,50.494345
2023501299560,0,0,3,0,3,30,0,0,0,1,1,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-4.702993,50.475296
2023501299572,0,0,1,1,1,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-3.567271,50.440307
2023501299650,0,0,1,0,2,30,1,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Rural,-5.162623,50.27966
2023501299831,1,1,1,0,1,60,1,1,1,1,0,1,Single carriageway,Darkness - no lighting,Fog or mist,Wet or damp,Rural,-4.038698,50.794304
2023501299921,0,0,1,0,2,60,1,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.238327,50.9933
2023501300034,0,0,1,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.382838,50.658595
2023501300693,0,0,3,0,2,40,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.576372,50.731305
2023501301360,0,0,1,0,1,60,1,1,0,0,0,1,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-3.944786,50.736083
2023501301361,0,0,1,0,1,60,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.396452,50.541272
2023501301599,0,0,1,0,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.185798,50.238841
2023501302058,0,0,2,0,3,50,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.072773,50.780302
2023501302089,0,0,1,0,1,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.125894,50.85053
2023501302126,1,0,1,1,1,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-3.51452,50.730075
2023501302349,0,0,1,1,1,30,0,1,0,0,0,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-4.150537,50.377217
2023501302398,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.133855,50.412306
2023501302919,0,0,2,0,2,60,1,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.661082,50.355093
2023501303014,0,0,1,0,2,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-4.130428,50.387985
2023501303181,1,0,1,0,1,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-4.705099,50.457635
2023501303325,0,0,1,1,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.392638,50.206864
2023501303514,0,0,1,1,2,60,1,1,0,0,1,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.327828,50.529236
2023501303586,1,0,1,1,1,30,0,0,0,0,0,0,Roundabout,Daylight,Fine + high winds,Dry,Urban,-5.098987,50.26216
2023501303640,1,0,1,0,2,40,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.786282,50.29054
2023501304359,0,0,1,1,1,30,0,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-3.559875,50.446649
2023501304445,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.146398,50.378076
2023501305029,0,0,1,0,1,70,1,0,1,1,0,0,Unknown,Daylight,Raining no high winds,Wet or damp,Rural,-4.691675,50.492667
2023501305272,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.547427,50.45624
2023501305425,0,0,2,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.43238,50.80442
2023501305759,0,0,1,0,1,30,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Flood over 3cm,Urban,-5.082206,50.152615
2023501305955,0,0,1,0,2,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-2.967182,50.827556
2023501306016,0,0,2,0,3,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-4.221114,50.41659
2023501306235,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.250012,50.227094
2023501306376,1,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.047831,50.417429
2023501306444,1,0,1,1,1,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-5.073645,50.416462
2023501306728,0,0,1,0,2,40,1,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Rural,-4.526276,50.458284
2023501306979,1,0,1,0,2,60,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.981767,50.200344
2023501307100,0,0,1,0,2,60,1,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Rural,-4.798932,50.490405
2023501307518,1,0,1,0,2,30,1,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-4.540693,50.837098
2023501307667,0,0,1,1,1,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.870047,50.370448
2023501307679,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.552994,50.470943
2023501308137,0,0,1,0,2,30,0,1,1,0,1,0,Single carriageway,Darkness - lights lit,Other,Dry,Urban,-3.505199,50.721337
2023501308721,0,0,1,0,3,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-3.538906,50.659149
2023501308854,0,0,1,0,2,60,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.307378,50.189165
2023501308955,0,0,6,0,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.333174,50.813121
2023501309039,0,0,1,0,1,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.174468,50.383212
2023501309069,1,0,1,0,2,60,1,0,0,0,0,0,Unknown,Daylight,Fine no high winds,Dry,Rural,-3.863793,51.069387
2023501309421,1,0,2,1,1,60,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.62988,50.737791
2023501309423,0,0,2,0,1,60,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.902694,50.481188
2023501309450,0,0,1,0,2,40,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-4.109132,50.439398
2023501309807,0,0,1,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.779893,50.341336
2023501309856,0,0,1,0,2,30,1,0,0,0,0,1,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-4.067611,51.075509
2023501310039,1,0,1,0,2,60,1,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Rural,-3.722024,50.369469
2023501310142,0,0,3,0,3,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.466189,50.820583
2023501310159,0,0,1,0,3,40,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-3.573331,50.476515
2023501310746,0,0,1,0,2,60,1,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-4.633997,50.651485
2023501311537,0,0,2,0,2,60,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.036189,51.068344
2023501311541,0,0,1,0,2,40,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.226543,50.217214
2023501311564,0,0,2,0,1,50,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-4.430032,50.38165
2023501311872,1,0,2,0,2,60,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-5.017355,50.424161
2023501312088,0,0,1,1,2,50,1,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-3.115419,50.859246
2023501312153,1,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.139874,50.391256
2023501312197,0,0,1,0,3,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-4.081409,50.392705
2023501312365,0,0,1,0,1,50,1,0,0,0,0,1,Roundabout,Daylight,Fine no high winds,Dry,Rural,-5.119326,50.264584
